ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
671671138,TREASURE-CUSSLER,Clive Cussler,1988,Pocket
449287092,The Sword of Orion,Robin A. White,1995,Fawcett Books
671700081,ICE WARRIOR,Richard Parry,1991,Pocket
821724231,Beneath the Silent Sea,Richard P. Henrick,1988,Zebra/pinnacle Books
380804670,The Silent Service: Los Angeles Class,H. Jay Riker,2001,Avon
812516192,Maximum Impact,Jean Heller,1995,Tor Books (Mm)
425109267,"Supercarrier: An Inside Account of Life Aboard the World's Most Powerful Ship, the Uss John F. Kennedy",George C. Wilson,1992,Berkley Pub Group
380710005,CW2    (CO),L. HEATH,1991,Avon
553126911,Wolfs-Bane,Craig Thomas,1979,Bantam Books
8880892207,Anima mundi (Romanzi e racconti),Susanna Tamaro,1997,Baldini &amp; Castoldi
8806163698,Il Giovane Holden,J. D. Salinger,2003,Distribooks Inc
8807810360,Una Donna,Aleramo,0,Feltrinelli
8466302263,El Ultimo Judio (Punto de Lectura),Noah Gordon,2003,Punto de Lectura
140348107,My Side of the Mountain,Jean Craighead George,2000,Scott Foresman (Pearson K-12)
884092097,Kaleidoscope,June Stepansky,2000,A Different Voice Publishing Co.
884092119,A Different Voice,June Stepansky,2001,A Different Voice Publishing Co.
803263724,My Antonia (Willa Cather Scholarly Edition Series),Willa Cather,1997,Bison
60506679,Every Secret Thing : A Novel,Laura Lippman,2003,William Morrow
375701427,American Pastoral,Philip Roth,1998,Vintage
553135457,Sophies Choice,William Styron,0,Bantam Doubleday Dell
812504364,A Connecticut Yankee in King Arthur's Court,Mark Twain,1997,Tor Books
380000830,The Guns of Avalon (Chronicles of Amber),Roger Zelazny,1996,Harper Mass Market Paperbacks (Mm)
380014300,Nine Princes In Amber,Roger Zelazny,1977,Avon
895773570,Flower Arranging (Rd Home Handbooks),Malcolm Hillier,1990,Reader's Digest Association
330312367,Year In Provence,Peter Mayle,0,Pan Books Ltd
2277238929,De Bons Presages,T. Pratchett,1997,Editions 84
2743606789,Du bon usage de la lenteur,Pierre Sansot,2000,Rivages
2253001279,Journal De Anne Frank,Anne Frank,2003,Livre De Poche French
2253047422,Le Pigeon,Patrick Suskind,0,Livre De Poche French
8806160427,L'Ultimo Natale Di Guerra: A Cura Di Marco Belpoliti,Primo Levi,2003,Distribooks Inc
553255142,Man from the Broken Hills,Louis L'Amour,1975,Bantam Books
9500703203,El Amor En Los Tiempos Del Colera / Love in the Times of Cholera,Gabriel Garcia Marquez,1987,Sudamericana
345406516,The Aguero Sisters (Ballantine Reader's Circle),Cristina Garcia,1998,Ballantine Books
312281250,The Ghost of Hannah Mendes,Naomi Ragen,2001,St. Martin's Griffin
385490461,Seraglio,Janet Wallach,2003,Nan A. Talese
60936363,Portrait in Sepia : A Novel,Isabel Allende,2002,Perennial
849943663,The Pearl (Women of Faith Fiction),Angela Elwell Hunt,2003,WestBow Press
3453099613,Schatten �?¼ber den Weiden.,Nora Roberts,1996,Heyne
1574534106,Shadow of the Hegemon,Orson Scott Card,2002,Audio Literature
380977745,April Fool Dead: A Death on Demand Mystery,Carolyn G. Hart,2002,William Morrow &amp; Company
1558747028,Chicken Soup for the College Soul : Inspiring and Humorous Stories for College Students (Chicken Soup for the Soul),Jack Canfield,1999,Health Communications
618050140,The Ledge,Michael Collier,2000,Houghton Mifflin Company
312774842,Substitute Teaching: A Handbook for Hassle-Free Subbing,Barbara Pronin,1983,St. Martin's Press
1579213405,Emotional Purity : An Affair of the Heart,Heather Arnel Paulsen,2001,Winepress Publishing
671708635,Seven Habits Of Highly Effective People,Stephen R. Covey,1990,Free Press
812970101,The Mysterious Affair at Styles : A Detective Story (Modern Library Classics),AGATHA CHRISTIE,2003,Modern Library
375727566,Yeats Is Dead! (Vintage Crime/Black Lizard),Joseph O'Connor,2002,Vintage Books USA
373630468,Worse Than a Crime,Anne Burton,1982,Harlequin
671676652,A Question of Guilt,Frances Fyfield,1990,Pocket
553250655,Puppet for a Corpse,Dorothy Simpson,1985,Bantam Books
399139125,River of Hidden Dreams,Connie May Fowler,1994,Putnam Pub Group
553377884,Skinny Legs and All,Tom Robbins,1995,Bantam
9679787834,Vermillion eye: A chiller of a thriller that will shock you to the bone,Halim,2000,Pelanduk Publications
609605623,You're Fifty--Now What?: Investing for the Second Half of Your Life,Charles R. Schwab,2000,Crown Business
451195507,Judging Time (April Woo Suspense Novels (Paperback)),Leslie Glass,1999,Signet Book
61012289,A Secret Affair,Barbara Taylor Bradford,1997,HarperTorch
451195493,Suspicion of Deceit,Barbara Parker,1999,Signet Book
61092088,Dangerous to Know,Barbara Taylor Bradford,1996,HarperTorch
425162788,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy,1999,Berkley Publishing Group
451208811,Blood Orchid,Stuart Woods,2003,Signet Book
3404920910,Im Wald der gehenkten F�?¼chse.,Arto Paasilinna,2001,L�?¼bbe
2070419878,Novecento : Pianiste,Alessandro Baricco,2002,Gallimard
345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey
192860925,The Selfish Gene,Richard Dawkins,1990,Oxford University Press
812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books
553580302,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2001,Spectra Books
441102670,"Chapterhouse Dune (Dune Chronicles, Book 6)",Frank Herbert,1996,ACE Charter
441328008,"Heretics of Dune (Dune Chronicles, Book 5)",Frank Herbert,1996,ACE Charter
441294677,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1991,ACE Charter
441104029,"Children of Dune (Dune Chronicles, Book 3)",Frank Herbert,1991,Ace Books
345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE,2003,Ballantine Books
61012149,Serpico,Peter Maas,1997,HarperTorch
890420254,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,2000,American Psychiatric Association
345378482,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books
671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket
345348109,The Killer Angels,Michael Shaara,1993,Ballantine Books
451177096,Dolores Claiborne,Stephen King,2004,Signet Book
778800229,America's Best Slow Cooker Recipes,Donna-Marie Pye,2000,Robert Rose
345422384,Pandora: New Tales of the Vampires (New Tales of the Vampires),Anne Rice,1999,Ballantine Books
441328091,The Hero and the Crown,Robin McKinley,1989,ACE Charter
684818868,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,James W. Loewen,1996,Touchstone
525463313,Pooh's Little Book of Feng Shui,Anna Ludlow,2000,Dutton Books
812513754,"Lord of Chaos (The Wheel of Time, Book 6)",Robert Jordan,1995,Tor Fantasy
812550307,"The Fires of Heaven (The Wheel of Time, Book 5)",Robert Jordan,1994,Tor Fantasy
812513738,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan,1993,Tor Fantasy
312852487,"The Dragon Reborn (The Wheel of Time, Book 3)",Robert Jordan,1991,Tor Books
765348446,"New Threads in the Pattern: The Great Hunt, Part 2 (The Wheel of Time, Book 2)",Robert Jordan,2003,Starscape
765348438,"The Hunt Begins: The Great Hunt, Part 1 (The Wheel of Time, Book 2, Part 1)",Robert Jordan,2004,Starscape
812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy
871401185,Introductory Lectures on Psychoanalysis,Sigmund Freud,1989,Liveright Publishing Corporation
394712447,The Method of Zen,EUGEN HERRIGEL,1974,Vintage
671722727,King Lear,William Shakespeare,1993,Washington Square Press
385029551,Confessions of Saint Augustine (Image Book),St. Augustine,1960,Image
70419361,The Individual In A Social World: Essays and Experiments,Stanley  Milgram,1992,McGraw-Hill Humanities/Social Sciences/Languages
1929194196,Sun Tzu's The Art of War Plus The Original Chinese Revealed,Sun Tzu,2003,Clearbridge Publishing
553351702,The Book of Five Rings,Miyamoto Musashi,1992,Bantam
285632655,Archery Anatomy: An Introduction to Techniques for Improved Performance,Ray Axford,1996,Souvenir Press
804832463,"One Arrow, One Life: Zen, Archery, Enlightenment",Kenneth Kushner,2000,Tuttle Publishing
375705090,Zen in the Art of Archery (Vintage Spiritual Classics),EUGEN HERRIGEL,1999,Vintage
312269587,"Plane Insanity: A Flight Attendant's Tales of Sex, Rage, and Queasiness at 30,000 Feet",Elliott Hester,2002,St. Martin's Press
99244926,The Street Lawyer,John Grisham,1999,Random House Uk Ltd
340612843,Love Me Tender (Starlight),Libby Hathorn,0,Hodder Headline Australia
413588106,Growing Pains of Adrian Mole,Sue Townsend,0,Methuen Publishing Ltd
702228842,A Bridge to Wiseman's Cove (Uqp Young Adult Fiction),James Moloney,1997,Intl Specialized Book Service Inc
880385367,Starsong (Tsr Books),Dan Parkinson,1988,Wizards of the Coast
812515609,"People of the Mist (The First North Americans series, Book 9)",Kathleen O'Neal Gear,1998,Tor Books
451183681,Harm's Way,Stephen White,1997,Signet Book
3502517959,Die Spinne und das M�?¤dchen.,Sophie Schallingher,2001,Scherz
3442424623,Die Bildhauerin.,Minette Walters,1996,Goldmann
3310005844,20 Jahre 40 bleiben. Jung und sch�?¶n in den besten Jahren.,Josephine Fairley,1999,Midena
425122123,Clear and Present Danger (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
812530489,Time Wars,Poul Anderson,1986,Tor Books
446326488,Lord of the Dance,Andrew M Greeley,1985,Warner Books> C/o Little Br
446609986,The Fourth Wall,Beth Saulnier,2001,Warner Books
375726624,Newjack: Guarding Sing Sing (Vintage),Ted Conover,2001,Vintage Books USA
892882816,"Homestead, A Memoir",Jane Kirkpatrick,2000,Maverick Publications
1577487370,The Quilt of Life: A Patchwork of Devotional Thoughts (Inspirational Library (Paperback)),Mary Tatem,2000,Barbour Publishing
1578562325,"All Together in One Place: A Novel of Kinship, Courage, and Faith (Kirkpatrick, Jane. Kinship and Courage Historical Series, Bk. 1.)",Jane Kirkpatrick,2000,Waterbrook Press
385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",MITCH ALBOM,1997,Doubleday
60951710,Martha Stuart's Better Than You at Entertaining (A Parody),Tom Connor,1996,Perennial Currents
60922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial
786864133,Napalm &amp; Silly Putty,George Carlin,2001,Hyperion
440236703,Tell No One,Harlan Coben,2002,Dell Publishing Company
671795937,ROGUE WARRIOR: ROGUE WARRIOR I  (PAPERBACK),Richard Marcinko,1993,Pocket
345380274,Deadly Justice,William Bernhardt,1993,Ballantine Books
440224039,True Crime: The Novel,Andrew Klavan,1997,Dell
1572241381,The Self-Esteem Companion,Matthew McKay,1999,New Harbinger Publications
345443411,"What Women Want: What Every Man Needs to Know About Sex, Romance, Passion, and Pleasure",Laurence Roy Stains,2002,Ballantine Books
192802542,Dada and Surrealism: A Very Short Introduction (Very Short Introductions),David Hopkins,2004,Oxford University Press
60928204,Creativity : Flow and the Psychology of Discovery and Invention,Mihaly Csikszentmihalyi,1997,Perennial
1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books
140282378,The Big Book of Calm,Paul Wilson,1999,Michael Joseph
435240765,Diary of a Language Teacher,Joachim Appel,0,Heinemann
316779490,Naked,David Sedaris,1997,Little Brown &amp; Co
767902513,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,1998,Bantam Dell Pub Group
375706410,Waiting (Vintage International),Ha Jin,2000,Vintage Books USA
753811464,Maya,Jostein Gaarder,0,Phoenix mass market p/bk
452266688,The Portable Curmudgeon,Jon Winokur,1992,Plume Books
340697687,Film Studies (Teach Yourself Educational S.),Warren Buckland,1998,Hodder Arnold Teach Yourself
130289221,Becoming a Critical Thinker: A User Friendly Manual (3rd Edition),Sherry Diestler,2000,Pearson Education
806957050,Sit &amp; Solve - Lateral Thinking Puzzles,Paul Sloane,2002,Sterling Publishing
517084732,"Good Advice : More Than 2,000 Quotations to help You Live Your Life",WILLIAM SAFIRE,1993,Gramercy
130891347,Asking the Right Questions: A Guide to Critical Thinking (6th Edition),M. Neil Browne,2000,Prentice Hall
465021433,The Evolution of Desire: Strategies of Human Mating,David M. Buss,1995,Basic Books
1565115228,Pretty Good Joke Book: A Prairie Home Companion (Prairie Home Companion),Garrison Keillor,2001,Highbridge Audio
380810336,Feeling Good : The New Mood Therapy,David D. Burns,1999,Avon
809225034,Talking the Winner's Way: 92 Little Tricks for Big Success in Business and Personal Relationships,Leil  Lowndes,1999,McGraw-Hill
1565122798,Educating Esme: Diary of a Teacher's First Year,Esme Raji Codell,2001,Algonquin Books of Chapel Hill
1581820542,"The Little Book of Big Ideas: Inspiration, Encouragement &amp; Tips to Stimulate Creativity and Improve Your Life",Harold R. McAlindon,1999,Cumberland House Publishing
425166791,Undoing Depression: What Therapy Doesn't Teach You and Medication Can't Give You,Richard O'Connor,1999,Berkley Publishing Group
452284058,"What Every American Should Know About the Rest of the World: Your Guide to Today's Hot Spots, Hot Shots, and Incendiary Issues",M. L. Rossi,2003,Plume Books
1564146731,"The Know-It-All's Guide to Life: How to Climb Mount Everest, Cure Hiccups, Live to 100, and Dozens of Other Practical, Unusual, or Just Plain Fantastical Things",John T. Walbaum,2003,Career Press
767910079,A Big New Free Happy Unusual Life: Self-Expression and Spiritual Practice for Those Who Have Time for Neither,Nina Wise,2002,Broadway Books
486401464,Oscar Wilde's Wit and Wisdom: A Book of Quotations (Dover Thrift Editions),Oscar Wilde,1998,Dover Publications
880841109,The Children's Response: Beyond Tpr Toward Writing,Caroline Linse,1983,Alemany Press
811201090,Colossus of Maroussi,Henry Miller,1975,New Directions Publishing Corporation
140621407,Fairy Tales (Penguin Popular Classics),H.C. Andersen,1995,Penguin Books Ltd
140620281,Nostromo (Penguin Popular Classics),Joseph Conrad,1994,Penguin Books Ltd
201895293,101 Bright Ideas: Esl Activities for All Ages,Claire Maria Ford,1996,Pearson Higher Education
1585420611,"Women Can't Hear What Men Don't Say: Destroying Myths, Creating Love",Warren Farrell Ph.D.,2000,Jeremy P. Tarcher
553211978,Northanger Abbey (Bantam Classic),Jane Austen,1985,Bantam Classics
553274503,Flowers for Algernon (Bantam Classic),DANIEL KEYES,1984,Bantam
440224659,Sooner or Later,Elizabeth Adler,1998,Dell Publishing Company
1841492086,The Portable Door,Tom Holt,2004,Orbit Book Co.
345308239,March of Folly: From Troy to Vietnam,Barbara W. Tuchman,1992,Ballantine Books
330357190,Loose living,Frank Moorhouse,1995,Picador
413537900,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982,Methuen Publishing Ltd
1860467776,Jerk on One End: Reflections of a Mediocre Fisherman,Robert Hughes,2000,Harvill Press
671757059,Prize the Epic Quest for Oil Money and Pow,Daniel Yergin,1991,Pocket Books
671511424,DEVIL IN A BLUE DRESS (Easy Rawlins Mysteries (Paperback)),Walter Mosley,1995,Pocket
425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group
743469801,Why Girls Are Weird : A Novel,Pamela Ribon,2003,Downtown Press
590110225,The Mighty,Rodman Philbrick,1998,Scholastic
835902242,Adventures of Huckleberry Finn,Mark Twain,1992,Globe Fearon
425173755,Murder on the Orient Express (Hercule Poirot Mysteries (Paperback)),Agatha Christie,2000,Berkley Publishing Group
451199871,The Body in the Library (Miss Marple Mysteries (Paperback)),Agatha Christie,2000,Signet Book
963144839,Half Life: What We Give Up to Work,Jeannette Batz,1993,Booksource
373196903,"Her Pregnant Agenda : Marrying The Boss's Daughter (Silhouette Romance, 1690)",Linda Goodnight,2003,Silhouette
373196962,"To Wed A Sheik   Desert Brides (Silhouette Romance, 1696)",Teresa Southwick,2003,Silhouette
671822209,WLD ACCORDNG GARP,John Irving,1979,Pocket
64409430,"The Magician's Nephew (The Chronicles of Narnia, Book 1, Full-Color Collector's Edition)",C. S. Lewis,2000,HarperTrophy
380752107,Midnight Masquerade,Shirlee Busbee,1988,Avon Books
425194493,Flashback,Nevada Barr,2004,Berkley Publishing Group
531103099,New Zoos (First Book Series),Madelyn K. Anderson,1987,Scholastic Library Pub
380728125,Wedding Night,Gary Devon,1997,AVON
671722816,Othello,William Shakespeare,1993,Washington Square Press
1563521024,You're Not a Kid Anymore When...,Jeff Foxworthy,1993,Longstreet Press
312267819,Stalin's Silver: The Sinking of the U.S.S. John Barry,John Beasant,2000,St. Martin's Press
842361715,This Present Darkness,Frank E. Peretti,2002,Living Books
446527289,The First Counsel,Brad Meltzer,2001,Warner Books
743457900,"Tinker, Tailor, Soldier, Spy",John le Carre,2002,Scribner
394830148,The Berenstain Bears and Too Much Vacation (First Time Books),Stan Berenstain,1989,Random House Children's Books
345384350,Icebound,Dean R. Koontz,1995,Ballantine Books
60175532,Young Wives,Olivia Goldsmith,2000,HarperCollins Publishers
811200701,The Berlin Stories: The Last of Mr. Norris and  Goodbye to Berlin (New Directions Book),Christopher Isherwood,1963,J. Laughlin
671023373,Man's Search For Meaning,Viktor E. Frankl,1997,Pocket
679748083,The Kitchen God's Wife (Vintage Contemporaries),Amy Tan,1993,Vintage Books USA
830819223,So You Want to Be a Stay-At-Home Mom,Cheryl Gochnauer,1999,InterVarsity Press
425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group
380731851,Mystic River,Dennis Lehane,2002,HarperTorch
749930721,Hitched,Z. Barnes,1998,Judy Piatkus Publishers Ltd
380009560,Fantastic Imagination,Robert Boyer,1978,Harper Mass Market Paperbacks (Mm)
345298365,Six of Swords,Carole Nelson Douglas,1982,Del Rey Books
380776510,Paradise Wild,Johanna Lindsey,1981,Avon
1570422826,The Celestine Prophecy : An Experiential Guide,Carol Adrienne,1995,Time Warner Audio Major
2070368076,Huis Clos Suivi de Les Mouches (Folio Ser. No. 807),Jean-Paul Sartre,1964,Distribooks
